"","chisq","df","pval","n"
"1",23.4056159105266,6,0.000671409816535042,210
"2",10.0736005766694,6,0.121586562484443,210
"3",14.8843464258352,6,0.0211755662909208,210
"4",1.47734099999025,1,0.224191011364289,210
